datetime,open,high,low,close,log_ret_1h,vol_realized,symbol
2025-09-11 23:00:00+00:00,115125.88,115125.88,115125.88,115125.88,0.005310123758874852,0.0022996138834453462,BTC
2025-09-12 00:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 00:00:00+00:00,115526.4218928,115526.4218928,115526.4218928,115526.4218928,0.0034731263650495947,0.0023811858931079176,BTC
2025-09-12 00:00:00+00:00,658.28900047,658.28900047,658.28900047,658.28900047,0.0003742334156804361,0.0006173116321530701,SPX
2025-09-12 01:00:00+00:00,658.48514633,658.48514633,658.48514633,658.48514633,0.00029791876143292484,0.0006171978851281318,SPX
2025-09-12 01:00:00+00:00,115890.63820711001,115890.63820711001,115890.63820711001,115890.63820711001,0.0031477075620589545,0.0024229773099917326,BTC
2025-09-12 01:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 02:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 02:00:00+00:00,658.38054575,658.38054575,658.38054575,658.38054575,-0.0001588629438051825,0.0006240643850937326,SPX
2025-09-12 02:00:00+00:00,115428.62789686001,115428.62789686001,115428.62789686001,115428.62789686001,-0.003994573667595702,0.002606211351257697,BTC
2025-09-12 03:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 03:00:00+00:00,658.37879514,658.37879514,658.37879514,658.37879514,-2.65896727746906e-06,0.0006209173364585085,SPX
2025-09-12 03:00:00+00:00,115435.3531109,115435.3531109,115435.3531109,115435.3531109,5.826126719732372e-05,0.002594756725335929,BTC
2025-09-12 04:00:00+00:00,658.31959421,658.31959421,658.31959421,658.31959421,-8.992329681412059e-05,0.0006262787819501633,SPX
2025-09-12 04:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 04:00:00+00:00,115234.5,115234.5,115234.5,115234.5,-0.0017414773448081178,0.0024476454091847035,BTC
2025-09-12 05:00:00+00:00,658.91543926,658.91543926,658.91543926,658.91543926,0.0009046906216427786,0.000605973045990437,SPX
2025-09-12 05:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 05:00:00+00:00,115397.40439054,115397.40439054,115397.40439054,115397.40439054,0.0014126789445061405,0.002398932440123527,BTC
2025-09-12 06:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 06:00:00+00:00,115651.25676829,115651.25676829,115651.25676829,115651.25676829,0.0021973940781254697,0.002423314580810481,BTC
2025-09-12 06:00:00+00:00,659.84454794,659.84454794,659.84454794,659.84454794,0.0014090643373227962,0.0006388547504559802,SPX
2025-09-12 07:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 07:00:00+00:00,115349.02153929,115349.02153929,115349.02153929,115349.02153929,-0.0026167535699492817,0.002505035241135168,BTC
2025-09-12 07:00:00+00:00,658.23136429,658.23136429,658.23136429,658.23136429,-0.0024477868694852134,0.0008662681941556339,SPX
2025-09-12 08:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 08:00:00+00:00,658.23123733,658.23123733,658.23123733,658.23123733,-1.9288052666155409e-07,0.0008687637849378121,SPX
2025-09-12 08:00:00+00:00,115120.24691427,115120.24691427,115120.24691427,115120.24691427,-0.001985294626880574,0.0025014760190452743,BTC
2025-09-12 09:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 09:00:00+00:00,657.4001376,657.4001376,657.4001376,657.4001376,-0.0012634235643655956,0.0009265351065266557,SPX
2025-09-12 09:00:00+00:00,115081.32149587,115081.32149587,115081.32149587,115081.32149587,-0.0003381855218425045,0.002501621685310695,BTC
2025-09-12 10:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 10:00:00+00:00,115075.04079581,115075.04079581,115075.04079581,115075.04079581,-5.4577679270195745e-05,0.00247586830311256,BTC
2025-09-12 10:00:00+00:00,657.63785561,657.63785561,657.63785561,657.63785561,0.0003615378625054788,0.0009248627715584168,SPX
2025-09-12 11:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 11:00:00+00:00,115010.87349027001,115010.87349027001,115010.87349027001,115010.87349027001,-0.0005577682354243052,0.0024714780846303423,BTC
2025-09-12 11:00:00+00:00,657.61919594,657.61919594,657.61919594,657.61919594,-2.8374179753321016e-05,0.0009241163741869503,SPX
2025-09-12 12:00:00+00:00,657.81596874,657.81596874,657.81596874,657.81596874,0.000299175218590797,0.0009236868946923722,SPX
2025-09-12 12:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 12:00:00+00:00,114948.5,114948.5,114948.5,114948.5,-0.0005424740105421932,0.0024724996570165323,BTC
2025-09-12 13:00:00+00:00,4.01925586,4.01925586,4.01925586,4.01925586,0.0,,US10Y
2025-09-12 13:00:00+00:00,657.96708589,657.96708589,657.96708589,657.96708589,0.00022969918959336866,0.0009231206075251528,SPX
2025-09-12 13:00:00+00:00,115109.02979367001,115109.02979367001,115109.02979367001,115109.02979367001,0.001395562404480799,0.002477346837257008,BTC
2025-09-12 14:00:00+00:00,115203.59947759,115203.59947759,115203.59947759,115203.59947759,0.0008212288621276542,0.002213595482361602,BTC
2025-09-12 14:00:00+00:00,4.06811459,4.06811459,4.06811459,4.06811459,0.012082870379495958,0.002677685507313906,US10Y
2025-09-12 14:00:00+00:00,658.04087537,658.04087537,658.04087537,658.04087537,0.00011214138857695843,0.0008183461491376028,SPX
2025-09-12 15:00:00+00:00,4.06491782,4.06491782,4.06491782,4.06491782,-0.0007861201095669124,0.0026238756171166376,US10Y
2025-09-12 15:00:00+00:00,658.60271042,658.60271042,658.60271042,658.60271042,0.0008534353414475504,0.0007642298796824635,SPX
2025-09-12 15:00:00+00:00,115301.32329589,115301.32329589,115301.32329589,115301.32329589,0.000847910951133457,0.0021916373291742505,BTC
2025-09-12 16:00:00+00:00,657.9346915,657.9346915,657.9346915,657.9346915,-0.0010148120005641914,0.0007694383931114773,SPX
2025-09-12 16:00:00+00:00,115152.44182476,115152.44182476,115152.44182476,115152.44182476,-0.001292072548823242,0.0021395599200730833,BTC
2025-09-12 16:00:00+00:00,4.07991625,4.07991625,4.07991625,4.07991625,0.0036829349313518556,0.002687869272064462,US10Y
2025-09-12 17:00:00+00:00,4.06800269,4.06800269,4.06800269,4.06800269,-0.0029243217999064264,0.0027252705228259905,US10Y
2025-09-12 17:00:00+00:00,658.37416411,658.37416411,658.37416411,658.37416411,0.0006677348168802055,0.000780123559292686,SPX
2025-09-12 17:00:00+00:00,115536.79682823,115536.79682823,115536.79682823,115536.79682823,0.003332234839943382,0.0021753989133842066,BTC
2025-09-12 18:00:00+00:00,658.62147292,658.62147292,658.62147292,658.62147292,0.0003755651210273214,0.0007787128695225867,SPX
2025-09-12 18:00:00+00:00,115876.90012937,115876.90012937,115876.90012937,115876.90012937,0.0029393553664309735,0.0022356014573939004,BTC
2025-09-12 18:00:00+00:00,4.06550056,4.06550056,4.06550056,4.06550056,-0.00061526503451792,0.002679326452497266,US10Y
2025-09-12 19:00:00+00:00,116545.38117074,116545.38117074,116545.38117074,116545.38117074,0.005752313254275165,0.0023926175752322,BTC
2025-09-12 19:00:00+00:00,659.20044922,659.20044922,659.20044922,659.20044922,0.0008786867596066728,0.0007966202456309377,SPX
2025-09-12 19:00:00+00:00,4.0588131,4.0588131,4.0588131,4.0588131,-0.0016462834376560487,0.0027030924494369905,US10Y
2025-09-12 20:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.00016922234783933732,0.0027003294825602535,US10Y
2025-09-12 20:00:00+00:00,116776.67781475,116776.67781475,116776.67781475,116776.67781475,0.0019826391107802266,0.002404704393993124,BTC
2025-09-12 20:00:00+00:00,658.3257168700001,658.3257168700001,658.3257168700001,658.3257168700001,-0.0013278407686136973,0.0008459483317924441,SPX
2025-09-12 21:00:00+00:00,657.90688787,657.90688787,657.90688787,657.90688787,-0.000636405773002835,0.0008503351811357223,SPX
2025-09-12 21:00:00+00:00,116242.76512005,116242.76512005,116242.76512005,116242.76512005,-0.0045825672082902,0.0026420011798469886,BTC
2025-09-12 21:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-12 22:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-12 22:00:00+00:00,657.84752746,657.84752746,657.84752746,657.84752746,-9.023022738752218e-05,0.000840040661748086,SPX
2025-09-12 22:00:00+00:00,115955.46202655,115955.46202655,115955.46202655,115955.46202655,-0.0024746376718454144,0.0027178487148432897,BTC
2025-09-12 23:00:00+00:00,658.21138669,658.21138669,658.21138669,658.21138669,0.0005529528129164518,0.0008479351079977253,SPX
2025-09-12 23:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-12 23:00:00+00:00,116102.80974339,116102.80974339,116102.80974339,116102.80974339,0.0012699201413379768,0.0025266795183447313,BTC
2025-09-13 00:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 00:00:00+00:00,658.233925,658.233925,658.233925,658.233925,3.424116414407763e-05,0.0008444300496992793,SPX
2025-09-13 00:00:00+00:00,116104.89205187,116104.89205187,116104.89205187,116104.89205187,1.7934878679071176e-05,0.002437994687831165,BTC
2025-09-13 01:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 01:00:00+00:00,658.18160521,658.18160521,658.18160521,658.18160521,-7.948826009229748e-05,0.0008420839845679418,SPX
2025-09-13 01:00:00+00:00,116280.71509006,116280.71509006,116280.71509006,116280.71509006,0.0015132010446095023,0.002374305795097134,BTC
2025-09-13 02:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 02:00:00+00:00,658.12230607,658.12230607,658.12230607,658.12230607,-9.009946644145117e-05,0.000841705065768947,SPX
2025-09-13 02:00:00+00:00,115834.21659926,115834.21659926,115834.21659926,115834.21659926,-0.0038472237720679203,0.0023633146437249957,BTC
2025-09-13 03:00:00+00:00,657.84564472,657.84564472,657.84564472,657.84564472,-0.00042046822479235857,0.000845720795135196,SPX
2025-09-13 03:00:00+00:00,115943.07487787,115943.07487787,115943.07487787,115943.07487787,0.0009393352206394923,0.0023687270760375675,BTC
2025-09-13 03:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 04:00:00+00:00,116015.27323610001,116015.27323610001,116015.27323610001,116015.27323610001,0.0006225114219731154,0.002334126064884468,BTC
2025-09-13 04:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 04:00:00+00:00,658.0746086400001,658.0746086400001,658.0746086400001,658.0746086400001,0.0003479905742409528,0.0008491732229124009,SPX
2025-09-13 05:00:00+00:00,115766.57802316001,115766.57802316001,115766.57802316001,115766.57802316001,-0.002145942894381747,0.002371860301856428,BTC
2025-09-13 05:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 05:00:00+00:00,658.13303937,658.13303937,658.13303937,658.13303937,8.878649220189772e-05,0.0008267685148420321,SPX
2025-09-13 06:00:00+00:00,115775.32634902,115775.32634902,115775.32634902,115775.32634902,7.556581075718327e-05,0.0023307578266606246,BTC
2025-09-13 06:00:00+00:00,657.8943058,657.8943058,657.8943058,657.8943058,-0.00036280944084410294,0.0007678735322506184,SPX
2025-09-13 06:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 07:00:00+00:00,658.01636721,658.01636721,658.01636721,658.01636721,0.00018551625555307538,0.00058847099132039,SPX
2025-09-13 07:00:00+00:00,115809.14365533,115809.14365533,115809.14365533,115809.14365533,0.0002920515917992361,0.0022609288071284927,BTC
2025-09-13 07:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 08:00:00+00:00,657.85758201,657.85758201,657.85758201,657.85758201,-0.00024133801093118024,0.0005902877966551635,SPX
2025-09-13 08:00:00+00:00,115843.995,115843.995,115843.995,115843.995,0.0003008924906886534,0.002214029343638176,BTC
2025-09-13 08:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 09:00:00+00:00,116038.14367227,116038.14367227,116038.14367227,116038.14367227,0.0016745465498075873,0.002228413879035819,BTC
2025-09-13 09:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 09:00:00+00:00,658.12139358,658.12139358,658.12139358,658.12139358,0.00040093584841027763,0.0005333225763553747,SPX
2025-09-13 10:00:00+00:00,116094.20675846,116094.20675846,116094.20675846,116094.20675846,0.0004830269212892091,0.002226924208792217,BTC
2025-09-13 10:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 10:00:00+00:00,657.9872827400001,657.9872827400001,657.9872827400001,657.9872827400001,-0.0002037990370817866,0.0005312464843096055,SPX
2025-09-13 11:00:00+00:00,657.92487734,657.92487734,657.92487734,657.92487734,-9.484736434473007e-05,0.0005316943532584119,SPX
2025-09-13 11:00:00+00:00,116010.0728678,116010.0728678,116010.0728678,116010.0728678,-0.0007249663339283785,0.0022302033958683204,BTC
2025-09-13 11:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 12:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 12:00:00+00:00,657.90516914,657.90516914,657.90516914,657.90516914,-2.9955540314041684e-05,0.00052839784338203,SPX
2025-09-13 12:00:00+00:00,116036.91008556,116036.91008556,116036.91008556,116036.91008556,0.0002313084836362833,0.0022221616271676944,BTC
2025-09-13 13:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0027003294825602535,US10Y
2025-09-13 13:00:00+00:00,657.96004398,657.96004398,657.96004398,657.96004398,8.340495589465036e-05,0.0005265413977855603,SPX
2025-09-13 13:00:00+00:00,116063.99778156,116063.99778156,116063.99778156,116063.99778156,0.00023341309925761777,0.0022119964672338743,BTC
2025-09-13 14:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0010563236445097818,US10Y
2025-09-13 14:00:00+00:00,657.91685163,657.91685163,657.91685163,657.91685163,-6.564801032560297e-05,0.0005261390443127323,SPX
2025-09-13 14:00:00+00:00,115822.46853149,115822.46853149,115822.46853149,115822.46853149,-0.002083168899462251,0.0022636131276925187,BTC
2025-09-13 15:00:00+00:00,115858.93208734,115858.93208734,115858.93208734,115858.93208734,0.0003147732709969375,0.0022598291055301993,BTC
2025-09-13 15:00:00+00:00,657.99137805,657.99137805,657.99137805,657.99137805,0.00011326993539295671,0.0004941808249782008,SPX
2025-09-13 15:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0010458819423008676,US10Y
2025-09-13 16:00:00+00:00,658.05640126,658.05640126,658.05640126,658.05640126,9.881588051019463e-05,0.0004487357572655841,SPX
2025-09-13 16:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0006795292348189203,US10Y
2025-09-13 16:00:00+00:00,115833.63415026,115833.63415026,115833.63415026,115833.63415026,-0.00021837504406185815,0.002239522174403433,BTC
2025-09-13 17:00:00+00:00,657.76437503,657.76437503,657.76437503,657.76437503,-0.0004438693172454933,0.0004347995854681832,SPX
2025-09-13 17:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.00035722523021615595,US10Y
2025-09-13 17:00:00+00:00,115394.26461991,115394.26461991,115394.26461991,115394.26461991,-0.003800320475894736,0.0022849244038086487,BTC
2025-09-13 18:00:00+00:00,657.74299209,657.74299209,657.74299209,657.74299209,-3.25090387729432e-05,0.00042578436645239703,SPX
2025-09-13 18:00:00+00:00,115627.0,115627.0,115627.0,115627.0,0.0020148401421575812,0.002239655287045813,BTC
2025-09-13 18:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.00033930753007113733,US10Y
2025-09-13 19:00:00+00:00,658.26385065,658.26385065,658.26385065,658.26385065,0.0007915742840856055,0.0004177693147238702,SPX
2025-09-13 19:00:00+00:00,115699.71,115699.71,115699.71,115699.71,0.0006286347339177212,0.001872683680460217,BTC
2025-09-13 19:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,3.4542367106849364e-05,US10Y
2025-09-13 20:00:00+00:00,658.27741354,658.27741354,658.27741354,658.27741354,2.0603820585662902e-05,0.0003186581164598765,SPX
2025-09-13 20:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-13 20:00:00+00:00,115851.2676815,115851.2676815,115851.2676815,115851.2676815,0.0013090655428076303,0.0018417244445777293,BTC
2025-09-13 21:00:00+00:00,115964.51315449,115964.51315449,115964.51315449,115964.51315449,0.0009770299639662028,0.001620087322503425,BTC
2025-09-13 21:00:00+00:00,658.3940010800001,658.3940010800001,658.3940010800001,658.3940010800001,0.00017709435932200535,0.0002903700027210129,SPX
2025-09-13 21:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-13 22:00:00+00:00,658.3938844200001,658.3938844200001,658.3938844200001,658.3938844200001,-1.7718874989469668e-07,0.00028931744413044085,SPX
2025-09-13 22:00:00+00:00,115954.05805945,115954.05805945,115954.05805945,115954.05805945,-9.016177524934221e-05,0.0015392165726320676,BTC
2025-09-13 22:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-13 23:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-13 23:00:00+00:00,658.3843708,658.3843708,658.3843708,658.3843708,-1.4449843718900013e-05,0.00026747586155595574,SPX
2025-09-13 23:00:00+00:00,115934.5,115934.5,115934.5,115934.5,-0.0001686849895499165,0.0015154191462982808,BTC
2025-09-14 00:00:00+00:00,658.18316121,658.18316121,658.18316121,658.18316121,-0.00030565783626723686,0.00027507945611319806,SPX
2025-09-14 00:00:00+00:00,115975.09496964,115975.09496964,115975.09496964,115975.09496964,0.00035009306156474906,0.00151768117335055,BTC
2025-09-14 00:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-14 01:00:00+00:00,115992.5,115992.5,115992.5,115992.5,0.00015006432596820218,0.0014818532566734121,BTC
2025-09-14 01:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-14 01:00:00+00:00,658.2638644,658.2638644,658.2638644,658.2638644,0.000122607577108802,0.0002757355059119371,SPX
2025-09-14 02:00:00+00:00,658.0838281700001,658.0838281700001,658.0838281700001,658.0838281700001,-0.00027353902337257097,0.0002809847268618008,SPX
2025-09-14 02:00:00+00:00,116020.42238022,116020.42238022,116020.42238022,116020.42238022,0.00024069676868343493,0.0012495454904100237,BTC
2025-09-14 02:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-14 03:00:00+00:00,115911.69116518,115911.69116518,115911.69116518,115911.69116518,-0.0009376124879274528,0.0012513050942207164,BTC
2025-09-14 03:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-14 03:00:00+00:00,658.22714513,658.22714513,658.22714513,658.22714513,0.00021775547491920122,0.0002696750923029515,SPX
2025-09-14 04:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
2025-09-14 04:00:00+00:00,115733.35637015,115733.35637015,115733.35637015,115733.35637015,-0.0015397249555704207,0.0012811718817354663,BTC
2025-09-14 04:00:00+00:00,658.27499238,658.27499238,658.27499238,658.27499238,7.268845018604253e-05,0.00026101773580887845,SPX
2025-09-14 05:00:00+00:00,658.27239201,658.27239201,658.27239201,658.27239201,-3.950286987297602e-06,0.00026052814308675815,SPX
2025-09-14 05:00:00+00:00,4.0595,4.0595,4.0595,4.0595,0.0,0.0,US10Y
